symbol,direction,entry_time,exit_time,entry_price,exit_price,sl,tp1,tp2,exit_reason,pnl_pct,rr_achieved,duration_bars,duration_hours,tp2_mult
ASELS,SELL,2025-06-03T12:00:00+00:00,2025-06-04T08:00:00+00:00,127.7,131.464,131.464,121.4266,120.172,SL,-2.9475,-1.0,2,8,3.0
ASELS,BUY,2025-06-11T08:00:00+00:00,2025-06-13T08:00:00+00:00,141.9,141.9,137.7446,148.8256,150.2107,TP1_BE,0.0,0.0,6,24,3.0
ASELS,BUY,2025-06-16T08:00:00+00:00,2025-06-24T08:00:00+00:00,142.5,141.4,137.6681,150.5532,152.1639,EXPIRED,-0.7719,-0.2277,18,72,3.0
ASELS,BUY,2025-06-30T12:00:00+00:00,2025-07-08T12:00:00+00:00,150.2,152.6,145.4653,158.0911,159.6693,EXPIRED,1.5979,0.5069,18,72,3.0
ASELS,BUY,2025-07-09T12:00:00+00:00,2025-07-16T04:00:00+00:00,149.9,156.8851,146.4074,155.7209,156.8851,TP2,4.6598,2.0,10,40,3.0
ASELS,BUY,2025-07-16T04:00:00+00:00,2025-07-16T12:00:00+00:00,156.2,163.7355,152.4322,162.4796,163.7355,TP2,4.8243,2.0,2,8,3.0
ASELS,BUY,2025-08-04T12:00:00+00:00,2025-08-06T04:00:00+00:00,188.3,183.6985,183.6985,195.9691,197.5029,SL,-2.4437,-1.0,4,16,3.0
ASELS,BUY,2025-08-20T12:00:00+00:00,2025-08-28T12:00:00+00:00,182.0,183.7,177.6092,189.3181,190.7817,EXPIRED,0.9341,0.3872,18,72,3.0
ASELS,BUY,2025-09-15T04:00:00+00:00,2025-09-16T08:00:00+00:00,179.2,189.6371,173.9815,187.8975,189.6371,TP2,5.8242,2.0,4,16,3.0
ASELS,BUY,2025-09-29T08:00:00+00:00,2025-10-01T04:00:00+00:00,219.2,212.0569,212.0569,231.1052,233.4862,SL,-3.2587,-1.0,5,20,3.0
ASELS,BUY,2025-10-01T08:00:00+00:00,2025-10-07T12:00:00+00:00,215.7,207.7573,207.7573,228.9378,231.5854,SL,-3.6823,-1.0,13,52,3.0
ASELS,BUY,2025-12-01T04:00:00+00:00,2025-12-09T04:00:00+00:00,186.5,193.9,182.2635,193.5608,194.973,EXPIRED,3.9678,1.7467,18,72,3.0
ASELS,BUY,2025-12-09T04:00:00+00:00,2025-12-10T04:00:00+00:00,193.9,201.9967,189.8516,200.6473,201.9967,TP2,4.1757,2.0,3,12,3.0
ASELS,BUY,2025-12-22T08:00:00+00:00,2025-12-24T04:00:00+00:00,213.0,223.9495,207.5253,222.1246,223.9495,TP2,5.1406,2.0,5,20,3.0
ASELS,BUY,2025-12-31T04:00:00+00:00,2026-01-06T08:00:00+00:00,232.7,246.0579,226.021,243.8316,246.0579,TP2,5.7404,2.0,10,40,3.0
ASELS,BUY,2026-01-09T12:00:00+00:00,2026-01-16T04:00:00+00:00,279.5,298.4675,270.0163,295.3062,298.4675,TP2,6.7862,2.0,13,52,3.0
ASELS,BUY,2026-02-18T08:00:00+00:00,2026-02-19T12:00:00+00:00,304.75,304.75,296.2919,318.8469,321.6663,TP1_BE,0.0,0.0,4,16,3.0
ASELS,BUY,2026-02-27T08:00:00+00:00,2026-03-03T04:00:00+00:00,321.25,340.8279,311.461,337.5649,340.8279,TP2,6.0943,2.0,5,20,3.0
ASELS,BUY,2026-03-04T04:00:00+00:00,2026-03-09T04:00:00+00:00,327.75,327.75,314.815,349.3084,353.6201,TP1_BE,0.0,0.0,9,36,3.0
ASELS,BUY,2026-03-23T04:00:00+00:00,2026-03-26T08:00:00+00:00,349.5,336.3233,336.3233,371.4612,375.8534,SL,-3.7702,-1.0,10,40,3.0
ASELS,SELL,2026-04-01T08:00:00+00:00,2026-04-02T12:00:00+00:00,321.25,331.5247,331.5247,304.1255,300.7005,SL,-3.1984,-1.0,4,16,3.0
ASELS,BUY,2026-04-08T04:00:00+00:00,2026-04-09T08:00:00+00:00,353.75,375.539,342.8555,371.9075,375.539,TP2,6.1594,2.0,4,16,3.0
ASELS,BUY,2026-04-28T08:00:00+00:00,2026-04-30T12:00:00+00:00,420.0,422.5,407.2922,441.1797,445.4157,EXPIRED,0.5952,0.1967,7,28,3.0
AKBNK,SELL,2024-12-19T12:00:00+00:00,2024-12-25T04:00:00+00:00,61.5,63.0396,63.0396,58.934,58.4208,SL,-2.5034,-1.0,10,40,3.0
AKBNK,BUY,2024-12-25T12:00:00+00:00,2025-01-03T12:00:00+00:00,63.9,66.6,62.1841,66.7598,67.3318,EXPIRED,4.2253,1.5735,18,72,3.0
AKBNK,BUY,2025-01-20T12:00:00+00:00,2025-01-24T12:00:00+00:00,66.65,66.65,64.8064,69.7226,70.3371,TP1_BE,0.0,0.0,12,48,3.0
AKBNK,SELL,2025-01-30T12:00:00+00:00,2025-02-04T08:00:00+00:00,65.75,65.75,67.1919,63.3468,62.8662,TP1_BE,0.0,0.0,8,32,3.0
AKBNK,SELL,2025-02-07T04:00:00+00:00,2025-02-13T08:00:00+00:00,62.45,64.39,64.39,59.2167,58.57,SL,-3.1065,-1.0,13,52,3.0
AKBNK,BUY,2025-02-14T08:00:00+00:00,2025-02-24T08:00:00+00:00,64.95,65.1,63.4393,67.4679,67.9715,EXPIRED,0.2309,0.0993,18,72,3.0
AKBNK,BUY,2025-02-25T12:00:00+00:00,2025-03-03T08:00:00+00:00,66.3,69.2789,64.8106,68.7824,69.2789,TP2,4.493,2.0,11,44,3.0
AKBNK,BUY,2025-03-04T12:00:00+00:00,2025-03-12T12:00:00+00:00,72.3,74.1,70.2782,75.6697,76.3436,EXPIRED,2.4896,0.8903,18,72,3.0
AKBNK,BUY,2025-03-14T04:00:00+00:00,2025-03-18T12:00:00+00:00,75.5,73.621,73.621,78.6317,79.258,SL,-2.4887,-1.0,8,32,3.0
AKBNK,SELL,2025-03-25T12:00:00+00:00,2025-04-04T12:00:00+00:00,56.75,52.05,60.0418,51.2637,50.1664,EXPIRED,8.2819,1.4278,18,72,3.0
AKBNK,SELL,2025-04-04T12:00:00+00:00,2025-04-14T12:00:00+00:00,52.05,50.3,54.1214,48.5977,47.9072,EXPIRED,3.3622,0.8448,18,72,3.0
AKBNK,SELL,2025-04-18T12:00:00+00:00,2025-04-21T12:00:00+00:00,49.58,51.1904,51.1904,46.8961,46.3593,SL,-3.248,-1.0,3,12,3.0
AKBNK,SELL,2025-04-29T04:00:00+00:00,2025-05-08T04:00:00+00:00,49.3,49.88,50.8979,46.6369,46.1042,EXPIRED,-1.1765,-0.363,18,72,3.0
AKBNK,BUY,2025-05-09T08:00:00+00:00,2025-05-13T12:00:00+00:00,49.92,52.484,48.638,52.0567,52.484,TP2,5.1362,2.0,7,28,3.0
AKBNK,BUY,2025-05-21T04:00:00+00:00,2025-05-23T12:00:00+00:00,53.1,51.6448,51.6448,55.5254,56.0104,SL,-2.7405,-1.0,8,32,3.0
AKBNK,SELL,2025-05-27T04:00:00+00:00,2025-06-03T04:00:00+00:00,51.75,53.3783,53.3783,49.0362,48.4934,SL,-3.1465,-1.0,15,60,3.0
AKBNK,BUY,2025-06-13T04:00:00+00:00,2025-06-18T12:00:00+00:00,57.4,57.4,55.6771,60.2714,60.8457,TP1_BE,0.0,0.0,11,44,3.0
AKBNK,BUY,2025-06-24T08:00:00+00:00,2025-06-30T08:00:00+00:00,60.35,64.22,58.415,63.575,64.22,TP2,6.4126,2.0,12,48,3.0
AKBNK,BUY,2025-07-04T08:00:00+00:00,2025-07-08T08:00:00+00:00,69.05,66.9173,66.9173,72.6044,73.3153,SL,-3.0886,-1.0,6,24,3.0
AKBNK,BUY,2025-08-07T08:00:00+00:00,2025-08-14T12:00:00+00:00,68.65,67.1773,67.1773,71.1045,71.5954,SL,-2.1452,-1.0,16,64,3.0
AKBNK,BUY,2025-08-21T12:00:00+00:00,2025-08-29T12:00:00+00:00,68.2,68.2,66.9993,70.2011,70.6013,TP1_BE,0.0,0.0,18,72,3.0
AKBNK,BUY,2025-09-12T04:00:00+00:00,2025-09-15T08:00:00+00:00,61.25,65.6842,59.0329,64.9452,65.6842,TP2,7.2395,2.0,4,16,3.0
AKBNK,BUY,2025-09-22T08:00:00+00:00,2025-09-23T12:00:00+00:00,68.1,65.9801,65.9801,71.6332,72.3399,SL,-3.113,-1.0,4,16,3.0
AKBNK,SELL,2025-10-06T08:00:00+00:00,2025-10-13T12:00:00+00:00,59.45,55.9498,61.2001,56.5332,55.9498,TP2,5.8876,2.0,16,64,3.0
AKBNK,SELL,2025-10-17T04:00:00+00:00,2025-10-20T04:00:00+00:00,53.7,55.4989,55.4989,50.7018,50.1021,SL,-3.35,-1.0,3,12,3.0
AKBNK,BUY,2025-11-04T04:00:00+00:00,2025-11-07T08:00:00+00:00,61.85,59.9514,59.9514,65.0143,65.6472,SL,-3.0697,-1.0,10,40,3.0
AKBNK,BUY,2025-11-07T08:00:00+00:00,2025-11-11T08:00:00+00:00,61.1,59.3572,59.3572,64.0047,64.5857,SL,-2.8524,-1.0,6,24,3.0
AKBNK,SELL,2025-11-11T08:00:00+00:00,2025-11-19T04:00:00+00:00,58.1,59.933,59.933,55.045,54.434,SL,-3.1549,-1.0,17,68,3.0
AKBNK,BUY,2025-11-19T08:00:00+00:00,2025-11-27T08:00:00+00:00,61.2,64.25,59.5548,63.942,64.4904,EXPIRED,4.9837,1.8539,18,72,3.0
AKBNK,BUY,2025-11-27T08:00:00+00:00,2025-12-03T04:00:00+00:00,64.25,67.184,62.783,66.695,67.184,TP2,4.5666,2.0,11,44,3.0
AKBNK,BUY,2025-12-08T08:00:00+00:00,2025-12-16T08:00:00+00:00,69.05,70.65,67.2364,72.0726,72.6771,EXPIRED,2.3172,0.8822,18,72,3.0
AKBNK,BUY,2025-12-17T04:00:00+00:00,2025-12-24T08:00:00+00:00,70.75,70.75,69.2353,73.2745,73.7794,TP1_BE,0.0,0.0,16,64,3.0
AKBNK,BUY,2026-01-05T04:00:00+00:00,2026-01-08T08:00:00+00:00,73.65,71.9773,71.9773,76.4378,76.9954,SL,-2.2711,-1.0,10,40,3.0
AKBNK,BUY,2026-01-12T04:00:00+00:00,2026-01-12T12:00:00+00:00,74.95,73.2386,73.2386,77.8023,78.3728,SL,-2.2834,-1.0,2,8,3.0
AKBNK,BUY,2026-01-16T08:00:00+00:00,2026-01-20T08:00:00+00:00,74.85,78.4087,73.0707,77.8156,78.4087,TP2,4.7544,2.0,6,24,3.0
AKBNK,BUY,2026-01-27T04:00:00+00:00,2026-01-28T12:00:00+00:00,80.05,84.0396,78.0552,83.3746,84.0396,TP2,4.9838,2.0,5,20,3.0
AKBNK,BUY,2026-02-02T08:00:00+00:00,2026-02-03T04:00:00+00:00,92.8,89.5705,89.5705,98.1826,99.2591,SL,-3.4801,-1.0,2,8,3.0
AKBNK,BUY,2026-02-03T04:00:00+00:00,2026-02-04T08:00:00+00:00,89.8,86.2722,86.2722,95.6796,96.8555,SL,-3.9285,-1.0,4,16,3.0
AKBNK,SELL,2026-02-10T04:00:00+00:00,2026-02-12T08:00:00+00:00,84.95,87.5781,87.5781,80.5698,79.6937,SL,-3.0937,-1.0,7,28,3.0
AKBNK,BUY,2026-02-12T08:00:00+00:00,2026-02-20T04:00:00+00:00,89.05,86.3834,86.3834,93.4944,94.3833,SL,-2.9945,-1.0,17,68,3.0
AKBNK,BUY,2026-02-23T12:00:00+00:00,2026-03-02T04:00:00+00:00,90.4,87.8021,87.8021,94.7298,95.5958,SL,-2.8738,-1.0,13,52,3.0
AKBNK,SELL,2026-03-02T08:00:00+00:00,2026-03-04T04:00:00+00:00,85.0,78.4089,88.2956,79.5074,78.4089,TP2,7.7543,2.0,5,20,3.0
AKBNK,SELL,2026-03-05T12:00:00+00:00,2026-03-09T04:00:00+00:00,79.65,72.8616,83.0442,73.993,72.8616,TP2,8.5228,2.0,4,16,3.0
AKBNK,SELL,2026-03-24T08:00:00+00:00,2026-04-01T08:00:00+00:00,70.85,67.9,74.116,65.4067,64.318,EXPIRED,4.1637,0.9032,18,72,3.0
AKBNK,BUY,2026-04-07T12:00:00+00:00,2026-04-08T08:00:00+00:00,69.1,73.2404,67.0298,72.5503,73.2404,TP2,5.9919,2.0,2,8,3.0
AKBNK,BUY,2026-04-08T08:00:00+00:00,2026-04-16T08:00:00+00:00,76.15,78.8,73.6257,80.3572,81.1986,EXPIRED,3.48,1.0498,18,72,3.0
AKBNK,BUY,2026-04-21T08:00:00+00:00,2026-04-22T12:00:00+00:00,82.0,79.4851,79.4851,86.1914,87.0297,SL,-3.0669,-1.0,4,16,3.0
SAHOL,BUY,2024-12-31T08:00:00+00:00,2024-12-31T12:00:00+00:00,99.45,96.8196,96.8196,103.8341,104.7109,SL,-2.645,-1.0,1,4,3.0
SAHOL,BUY,2025-01-03T08:00:00+00:00,2025-01-13T08:00:00+00:00,102.4,99.3234,99.3234,107.5277,108.5533,SL,-3.0045,-1.0,18,72,3.0
SAHOL,BUY,2025-01-23T08:00:00+00:00,2025-01-27T04:00:00+00:00,102.8,100.4088,100.4088,106.7854,107.5825,SL,-2.3261,-1.0,5,20,3.0
SAHOL,BUY,2025-01-28T12:00:00+00:00,2025-01-31T08:00:00+00:00,103.9,101.5705,101.5705,107.7826,108.5591,SL,-2.2421,-1.0,8,32,3.0
SAHOL,BUY,2025-02-12T08:00:00+00:00,2025-02-20T04:00:00+00:00,98.4,98.4,96.1726,102.1123,102.8547,TP1_BE,0.0,0.0,17,68,3.0
SAHOL,BUY,2025-03-03T12:00:00+00:00,2025-03-04T04:00:00+00:00,102.0,98.8803,98.8803,107.1996,108.2395,SL,-3.0586,-1.0,1,4,3.0
SAHOL,BUY,2025-03-10T08:00:00+00:00,2025-03-18T08:00:00+00:00,106.3,106.7,102.8024,112.1293,113.2952,EXPIRED,0.3763,0.1144,18,72,3.0
SAHOL,SELL,2025-03-25T12:00:00+00:00,2025-04-04T12:00:00+00:00,86.25,79.5,90.9056,78.4907,76.9388,EXPIRED,7.8261,1.4499,18,72,3.0
SAHOL,SELL,2025-04-14T04:00:00+00:00,2025-04-22T04:00:00+00:00,78.6,76.7,81.3786,73.969,73.0428,EXPIRED,2.4173,0.6838,18,72,3.0
SAHOL,SELL,2025-04-30T12:00:00+00:00,2025-05-02T08:00:00+00:00,73.0,75.0662,75.0662,69.5563,68.8675,SL,-2.8305,-1.0,2,8,3.0
SAHOL,SELL,2025-05-05T04:00:00+00:00,2025-05-12T04:00:00+00:00,73.75,75.8109,75.8109,70.3152,69.6282,SL,-2.7944,-1.0,15,60,3.0
SAHOL,SELL,2025-05-20T08:00:00+00:00,2025-05-28T08:00:00+00:00,78.55,77.45,80.6264,75.0894,74.3972,EXPIRED,1.4004,0.5298,18,72,3.0
SAHOL,SELL,2025-06-18T08:00:00+00:00,2025-06-24T04:00:00+00:00,79.1,81.4708,81.4708,75.1487,74.3584,SL,-2.9972,-1.0,11,44,3.0
SAHOL,BUY,2025-06-30T04:00:00+00:00,2025-07-01T04:00:00+00:00,84.85,89.9692,82.2904,89.116,89.9692,TP2,6.0333,2.0,3,12,3.0
SAHOL,BUY,2025-07-04T08:00:00+00:00,2025-07-08T08:00:00+00:00,93.0,90.1351,90.1351,97.7749,98.7298,SL,-3.0806,-1.0,6,24,3.0
SAHOL,SELL,2025-07-14T04:00:00+00:00,2025-07-17T12:00:00+00:00,89.4,92.0379,92.0379,85.0035,84.1241,SL,-2.9507,-1.0,8,32,3.0
SAHOL,SELL,2025-07-29T12:00:00+00:00,2025-07-30T08:00:00+00:00,91.45,93.3452,93.3452,88.2914,87.6596,SL,-2.0724,-1.0,2,8,3.0
SAHOL,BUY,2025-07-30T12:00:00+00:00,2025-08-07T04:00:00+00:00,93.5,97.4203,91.5399,96.7669,97.4203,TP2,4.1928,2.0,16,64,3.0
SAHOL,BUY,2025-08-07T08:00:00+00:00,2025-08-15T08:00:00+00:00,97.45,95.5177,95.5177,100.6704,101.3145,SL,-1.9828,-1.0,18,72,3.0
SAHOL,BUY,2025-08-26T08:00:00+00:00,2025-08-27T08:00:00+00:00,98.3,96.5145,96.5145,101.2758,101.8709,SL,-1.8163,-1.0,3,12,3.0
SAHOL,BUY,2025-09-15T08:00:00+00:00,2025-09-23T08:00:00+00:00,91.95,91.1,88.9008,97.0321,98.0485,EXPIRED,-0.9244,-0.2788,18,72,3.0
SAHOL,SELL,2025-09-29T08:00:00+00:00,2025-10-03T12:00:00+00:00,87.35,82.2805,89.8848,83.1254,82.2805,TP2,5.8037,2.0,13,52,3.0
SAHOL,SELL,2025-10-09T12:00:00+00:00,2025-10-17T04:00:00+00:00,81.95,77.347,84.2515,78.1141,77.347,TP2,5.6169,2.0,16,64,3.0
SAHOL,SELL,2025-10-20T12:00:00+00:00,2025-10-24T04:00:00+00:00,77.4,79.9004,79.9004,73.2326,72.3992,SL,-3.2305,-1.0,10,40,3.0
SAHOL,SELL,2025-11-11T08:00:00+00:00,2025-11-18T04:00:00+00:00,74.75,77.031,77.031,70.9484,70.1881,SL,-3.0515,-1.0,14,56,3.0
SAHOL,BUY,2025-11-20T12:00:00+00:00,2025-11-27T08:00:00+00:00,79.35,83.0399,77.505,82.4249,83.0399,TP2,4.6502,2.0,14,56,3.0
SAHOL,SELL,2025-12-25T12:00:00+00:00,2026-01-02T04:00:00+00:00,84.7,86.4256,86.4256,81.824,81.2488,SL,-2.0373,-1.0,13,52,3.0
SAHOL,BUY,2026-01-02T08:00:00+00:00,2026-01-05T08:00:00+00:00,87.15,90.784,85.333,90.1784,90.784,TP2,4.1699,2.0,3,12,3.0
SAHOL,BUY,2026-01-07T12:00:00+00:00,2026-01-13T04:00:00+00:00,90.4,94.422,88.389,93.7517,94.422,TP2,4.4492,2.0,10,40,3.0
SAHOL,BUY,2026-01-13T04:00:00+00:00,2026-01-21T04:00:00+00:00,94.0,93.9,91.7261,97.7899,98.5478,EXPIRED,-0.1064,-0.044,18,72,3.0
SAHOL,BUY,2026-01-23T08:00:00+00:00,2026-01-26T04:00:00+00:00,98.5,95.9712,95.9712,102.7147,103.5576,SL,-2.5673,-1.0,2,8,3.0
SAHOL,BUY,2026-01-27T08:00:00+00:00,2026-01-28T12:00:00+00:00,100.7,105.8318,98.1341,104.9765,105.8318,TP2,5.0962,2.0,4,16,3.0
SAHOL,BUY,2026-02-02T08:00:00+00:00,2026-02-05T04:00:00+00:00,109.7,105.7142,105.7142,116.3429,117.6715,SL,-3.6333,-1.0,8,32,3.0
SAHOL,BUY,2026-02-17T08:00:00+00:00,2026-02-19T04:00:00+00:00,111.2,107.8721,107.8721,116.7465,117.8558,SL,-2.9927,-1.0,5,20,3.0
SAHOL,SELL,2026-02-25T08:00:00+00:00,2026-03-02T08:00:00+00:00,103.5,96.9342,106.7829,98.0285,96.9342,TP2,6.3437,2.0,9,36,3.0
SAHOL,BUY,2026-04-02T12:00:00+00:00,2026-04-08T08:00:00+00:00,90.1,94.6983,87.8008,93.9319,94.6983,TP2,5.1036,2.0,11,44,3.0
SAHOL,BUY,2026-04-08T08:00:00+00:00,2026-04-16T08:00:00+00:00,96.75,100.6,93.8662,101.5564,102.5176,EXPIRED,3.9793,1.335,18,72,3.0
SAHOL,SELL,2026-04-28T12:00:00+00:00,2026-04-30T12:00:00+00:00,96.45,95.75,98.8796,92.4007,91.5908,EXPIRED,0.7258,0.2881,6,24,3.0
